1440328579  2080
1440328595  2080
1440328611  2078
1440328627  2109
1440328643  2109
1440328659  2109
1440328675  2106
1440328691  2107
1440328707  2106
1440328723  2109
1440328739  2108
1440328755  2108
1440328771  2106
1440328787  2106
1440328803  2106
1440328819  2109
1440328835  2109
1440328851  2109
1440328867  2116
1440328883  2117
1440328899  2117
1440328915  2107
1440328931  2107
1440328947  2107
1440328963  2079
1440328979  2080
1440328995  2080
1440329011  2109
1440329027  2109
1440329043  2109
1440329059  2107
1440329075  2106
1440329091  2107
1440329107  2109
1440329123  2109
1440329139  2109
1440329155  2106
1440329171  2106
1440329187  2106
1440329203  2109
1440329219  2109
1440329235  2109
1440329251  2116
1440329267  2116
1440329283  2116
1440329299  2107
1440329315  2107
1440329331  2107
1440329347  2080
1440329363  2079
1440329379  2081
1440329395  2109
1440329411  2109
1440329427  2109
1440329443  2106
1440329459  2107
1440329475  2106
1440329491  2108
1440329507  2108
1440329523  2108
1440329539  2106
1440329555  2106
1440329571  2106
1440329587  2109
1440329603  2109
1440329619  2109
1440329635  2117
1440329651  2116
1440329667  2116
1440329683  2107
1440329699  2107
1440329715  2107
1440329731  2080
1440329747  2081
1440329763  2080
1440329779  2109
1440329795  2109
1440329811  2109
1440329827  2106
1440329843  2106
1440329859  2106
1440329875  2109
1440329891  2109
1440329907  2109
1440329923  2106
1440329939  2106
1440329955  2107
1440329971  2108
1440329987  2109
1440330003  2109
1440330019  2116
1440330035  2117
1440330051  2117
1440330067  2107
1440330083  2107
1440330099  2107
1440330115  2082
1440330131  2081
1440330147  2079
1440330163  2109
1440330179  2108
1440330195  2109
1440330211  2106
1440330227  2107
1440330243  2106
1440330259  2109
1440330275  2108
1440330291  2108
1440330307  2106
1440330323  2106
1440330339  2106
1440330355  2108
1440330371  2108
1440330387  2109
1440330403  2117
1440330419  2117
1440330435  2116
1440330451  2107
1440330467  2107
1440330483  2107
1440330499  2080
1440330515  2081
1440330531  2083
1440330547  2108
1440330563  2109
1440330579  2109
1440330595  2107
1440330611  2106
1440330627  2107
1440330643  2109
1440330659  2109
1440330675  2109
1440330691  2106
1440330707  2106
1440330723  2106
1440330739  2109
1440330755  2109
1440330771  2109
1440330787  2117
1440330803  2116
1440330819  2117
1440330835  2107
1440330851  2107
1440330867  2107
1440330883  2083
1440330899  2081
1440330915  2081
1440330931  2109
1440330947  2109
1440330963  2108
1440330979  2107
1440330995  2106
1440331011  2107
1440331027  2109
1440331043  2109
1440331059  2109
1440331075  2106
1440331091  2106
1440331107  2106
1440331123  2109
1440331139  2109
1440331155  2109
1440331171  2116
1440331187  2116
1440331203  2116
1440331219  2107
1440331235  2107
1440331251  2106
1440331267  2081
1440331283  2081
1440331299  2081
1440331315  2109
1440331331  2109
1440331347  2109
1440331363  2107
1440331379  2106
1440331395  2106
1440331411  2108
1440331427  2109
1440331443  2108
1440331459  2106
1440331475  2106
1440331491  2106
1440331507  2109
1440331523  2108
1440331539  2109
1440331555  2116
1440331571  2117
1440331587  2116
1440331603  2107
1440331619  2107
1440331635  2107
1218989  2080
1219005  2081
1219021  2081
1219037  2108
1219053  2109
1219069  2109
1219085  2107
1219101  2107
1219117  2107
1219133  2109
1219149  2109
1219165  2108
1219181  2107
1219197  2106
1219213  2106
1219229  2109
1219245  2109
1219261  2108
1219277  2116
1219293  2117
1219309  2117
1219325  2107
1219341  2106
1219357  2107
1219373  2081
1219389  2081
1219405  2081
1219421  2109
1219437  2109
1219453  2109
1219469  2106
1219485  2107
1219501  2106
1219517  2108
1219533  2108
1219549  2108
1219565  2106
1219581  2106
1219597  2106
1219613  2109
1219629  2109
1219645  2109
1219661  2116
1219677  2116
1219693  2116
1219709  2107
1219725  2107
1219741  2107
1219757  2082
1219773  2080
1219789  2082
1219805  2109
1219821  2109
1219837  2109
1219853  2107
1219869  2107
1219885  2107
1219901  2108
1219917  2109
1219933  2109
1219949  2106
1219965  2106
1219981  2106
1219997  2109
1220013  2109
1220029  2108
1220045  2116
1220061  2117
1220077  2116
1220093  2107
1220109  2107
1220125  2107
1220141  2081
1220157  2082
1220173  2081
1220189  2108
1220205  2109
1220221  2109
1220237  2106
1220253  2107
1220269  2107
1220285  2109
1220301  2109
1220317  2109
1220333  2106
1220349  2106
1220365  2106
1220381  2109
1220397  2109
1220413  2109
1220429  2116
1220445  2116
1220461  2116
1220477  2107
1220493  2107
1220509  2106
1220525  2080
1220541  2081
1220557  2081
1220573  2108
1220589  2109
1220605  2109
1220621  2107
1220637  2106
1220653  2106
1220669  2108
1220685  2108
1220701  2109
1220717  2106
1220733  2106
1220749  2106
1220765  2109
1220781  2109
1220797  2109
1220813  2116
1220829  2116
1220845  2116
1220861  2107
1220877  2107
1220893  2107
1220909  2081
1220925  2079
1220941  2080
1220957  2109
1220973  2109
1220989  2109
1221005  2106
1221021  2106
1221037  2107
1221053  2109
1221069  2108
1221085  2108
1221101  2107
1221117  2106
1221133  2106
1221149  2109
1221165  2109
1221181  2109
1221197  2116
1221213  2117
1221229  2116
1221245  2107
1221261  2107
1221277  2107
1221293  2081
1221309  2082
1221325  2081
1221341  2109
1221357  2108
1221373  2109
1221389  2106
1221405  2106
1221421  2107
1221437  2109
1221453  2109
1221469  2109
1221485  2106
1221501  2106
1221517  2106
1221533  2109
1221549  2109
1221565  2109
1221581  2116
1221597  2116
1221613  2116
1221629  2107
1221645  2107
1221661  2107
1221677  2081
1221693  2082
1221709  2080
1221725  2109
1221741  2109
1221757  2109
1221773  2106
1221789  2106
1221805  2106
1221821  2109
1221837  2108
1221853  2108
1221869  2106
1221885  2107
1221901  2106
1221917  2108
1221933  2109
1221949  2108
1221965  2116
1221981  2116
1221997  2116
1222013  2107
1222029  2107
1222045  2106
1223435  2079
1223451  2079
1223467  2079
1223483  2109
1223499  2109
1223515  2109
1223531  2106
1223547  2106
1223563  2106
1223579  2109
1223595  2109
1223611  2109
1223627  2106
1223643  2107
1223659  2106
1223675  2109
1223691  2109
1223707  2109
1223723  2116
1223739  2116
1223755  2116
1223771  2107
1223787  2107
1223803  2107
1223819  2080
1223835  2079
1223851  2079
1223867  2109
1223883  2109
1223899  2109
1223915  2107
1223931  2106
1223947  2107
1223963  2108
1223979  2108
1223995  2109
1224011  2107
1224027  2106
1224043  2106
1224059  2108
1224075  2109
1224091  2109
1224107  2116
1224123  2116
1224139  2117
1224155  2107
1224171  2107
1224187  2107
1224203  2080
1224219  2078
1224235  2079
1224251  2109
1224267  2108
1224283  2109
1224299  2107
1224315  2107
1224331  2107
1224347  2108
1224363  2108
1224379  2108
1224395  2106
1224411  2107
1224427  2106
1224443  2108
1224459  2109
1224475  2109
1224491  2116
1224507  2117
1224523  2117
1224539  2107
1224555  2107
1224571  2107
1224587  2078
1224603  2078
1224619  2080
1224635  2108
1224651  2109
1224667  2109
1224683  2106
1224699  2106
1224715  2106
1224731  2109
1224747  2109
1224763  2108
1224779  2106
1224795  2106
1224811  2107
1224827  2109
1224843  2109
1224859  2109
1224875  2117
1224891  2117
1224907  2116
1224923  2106
1224939  2107
1224955  2107
1224971  2079
1224987  2080
1225003  2080
1225019  2109
1225035  2109
1225051  2109
1225067  2107
1225083  2106
1225099  2106
1225115  2109
1225131  2108
1225147  2108
1225163  2106
1225179  2107
1225195  2106
1225211  2109
1225227  2109
1225243  2109
1225259  2116
1225275  2116
1225291  2116
1225307  2107
1225323  2107
1225339  2106
1225355  2080
1225371  2080
1225387  2079
1225403  2109
1225419  2109
1225435  2109
1225451  2106
1225467  2107
1225483  2106
1225499  2108
1225515  2109
1225531  2108
1225547  2106
1225563  2106
1225579  2107
1225595  2108
1225611  2109
1225627  2109
1225643  2116
1225659  2117
1225675  2116
1225691  2106
1225707  2107
1225723  2107
1225739  2081
1225755  2081
1225771  2081
1225787  2109
1225803  2109
1225819  2109
1225835  2106
1225851  2106
1225867  2106
1225883  2108
1225899  2108
1225915  2108
1225931  2107
1225947  2106
1225963  2106
1225979  2109
1225995  2109
1226011  2109
1226027  2117
1226043  2116
1226059  2117
1226075  2107
1226091  2107
1226107  2107
1226123  2081
1226139  2078
1226155  2079
1226171  2108
1226187  2109
1226203  2109
1226219  2106
1226235  2106
1226251  2106
1226267  2108
1226283  2109
1226299  2108
1226315  2107
1226331  2106
1226347  2106
1226363  2109
1226379  2109
1226395  2108
1226411  2116
1226427  2116
1226443  2116
1226459  2107
1226475  2107
1226491  2107
1224229  2081
1224245  2082
1224261  2081
1224277  2109
1224293  2109
1224309  2109
1224325  2106
1224341  2106
1224357  2106
1224373  2108
1224389  2109
1224405  2108
1224421  2106
1224437  2107
1224453  2107
1224469  2109
1224485  2109
1224501  2109
1224517  2117
1224533  2116
1224549  2116
1224565  2107
1224581  2107
1224597  2107
1224613  2081
1224629  2080
1224645  2081
1224661  2110
1224677  2109
1224693  2109
1224709  2107
1224725  2107
1224741  2106
1224757  2109
1224773  2109
1224789  2108
1224805  2106
1224821  2107
1224837  2107
1224853  2109
1224869  2109
1224885  2109
1224901  2117
1224917  2117
1224933  2116
1224949  2107
1224965  2106
1224981  2107
1224997  2081
1225013  2081
1225029  2081
1225045  2109
1225061  2109
1225077  2108
1225093  2106
1225109  2107
1225125  2106
1225141  2108
1225157  2108
1225173  2109
1225189  2107
1225205  2106
1225221  2106
1225237  2109
1225253  2109
1225269  2109
1225285  2116
1225301  2117
1225317  2117
1225333  2107
1225349  2107
1225365  2107
1225381  2080
1225397  2082
1225413  2082
1225429  2109
1225445  2109
1225461  2109
1225477  2106
1225493  2106
1225509  2106
1225525  2109
1225541  2108
1225557  2109
1225573  2107
1225589  2107
1225605  2106
1225621  2108
1225637  2109
1225653  2108
1225669  2117
1225685  2116
1225701  2116
1225717  2107
1225733  2107
1225749  2107
1225765  2079
1225781  2081
1225797  2083
1225813  2109
1225829  2109
1225845  2109
1225861  2106
1225877  2106
1225893  2106
1225909  2108
1225925  2109
1225941  2108
1225957  2106
1225973  2106
1225989  2106
1226005  2109
1226021  2109
1226037  2109
1226053  2116
1226069  2116
1226085  2116
1226101  2107
1226117  2108
1226133  2107
1226149  2082
1226165  2081
1226181  2081
1226197  2109
1226213  2109
1226229  2109
1226245  2105
1226261  2107
1226277  2107
1226293  2108
1226309  2108
1226325  2108
1226341  2106
1226357  2106
1226373  2106
1226389  2109
1226405  2109
1226421  2109
1226437  2116
1226453  2116
1226469  2117
1226485  2106
1226501  2107
1226517  2107
1226533  2082
1226549  2079
1226565  2080
1226581  2108
1226597  2109
1226613  2109
1226629  2106
1226645  2106
1226661  2107
1226677  2109
1226693  2108
1226709  2108
1226725  2106
1226741  2107
1226757  2107
1226773  2109
1226789  2109
1226805  2109
1226821  2117
1226837  2116
1226853  2116
1226869  2107
1226885  2107
1226901  2107
1226917  2082
1226933  2081
1226949  2080
1226965  2109
1226981  2109
1226997  2109
1227013  2106
1227029  2106
1227045  2106
1227061  2108
1227077  2108
1227093  2109
1227109  2106
1227125  2106
1227141  2106
1227157  2109
1227173  2109
1227189  2109
1227205  2116
1227221  2117
1227237  2117
1227253  2107
1227269  2108
1227285  2108
1212147  2080
1212163  2080
1212179  2080
1212195  2109
1212211  2109
1212227  2109
1212243  2107
1212259  2106
1212275  2107
1212291  2109
1212307  2109
1212323  2108
1212339  2107
1212355  2106
1212371  2106
1212387  2109
1212403  2109
1212419  2109
1212435  2116
1212451  2117
1212467  2117
1212483  2107
1212499  2107
1212515  2107
1212531  2079
1212547  2079
1212563  2079
1212579  2109
1212595  2109
1212611  2109
1212627  2107
1212643  2106
1212659  2106
1212675  2109
1212691  2108
1212707  2108
1212723  2106
1212739  2106
1212755  2107
1212771  2109
1212787  2109
1212803  2109
1212819  2116
1212835  2117
1212851  2117
1212867  2107
1212883  2107
1212899  2107
1212915  2079
1212931  2080
1212947  2079
1212963  2109
1212979  2109
1212995  2109
1213011  2106
1213027  2106
1213043  2106
1213059  2109
1213075  2108
1213091  2108
1213107  2106
1213123  2106
1213139  2107
1213155  2109
1213171  2109
1213187  2109
1213203  2117
1213219  2117
1213235  2117
1213251  2107
1213267  2107
1213283  2107
1213299  2078
1213315  2078
1213331  2079
1213347  2108
1213363  2109
1213379  2109
1213395  2106
1213411  2106
1213427  2106
1213443  2108
1213459  2109
1213475  2108
1213491  2106
1213507  2106
1213523  2106
1213539  2109
1213555  2109
1213571  2109
1213587  2116
1213603  2116
1213619  2116
1213635  2107
1213651  2106
1213667  2107
1213683  2080
1213699  2080
1213715  2080
1213731  2109
1213747  2109
1213763  2109
1213779  2106
1213795  2106
1213811  2106
1213827  2109
1213843  2108
1213859  2108
1213875  2106
1213891  2106
1213907  2106
1213923  2109
1213939  2109
1213955  2109
1213971  2116
1213987  2116
1214003  2116
1214019  2107
1214035  2107
1214051  2107
1214067  2081
1214083  2080
1214099  2081
1214115  2109
1214131  2109
1214147  2109
1214163  2107
1214179  2106
1214195  2106
1214211  2108
1214227  2109
1214243  2109
1214259  2106
1214275  2106
1214291  2106
1214307  2109
